DATA LEVEL,PUBLIC OR INDEPENDENT,DISTRICT NUMBER,Educators CATEGORY,GENDER,SCHOOL YEAR,Educators CNT,FULLTIME Educators CNT,PARTIME Educators CNT,TOTAL FTE,BASE SALARY,TOTAL SALARY,AVERAGE EXPERIENCE,AVERAGE AGE,CERT STANDARD,CERT PROFESSIONAL,CERT CERTIFICATE BASIC,CERT LETTER PERMISSION,EXPERIENCE LESS THAN YR,EXPERIENCE 1 TO 4 YR,EXPERIENCE 5 TO 9 YR,EXPERIENCE 10 TO 19 YR,EXPERIENCE 20 OR MORE YR,AGE GRP 20 TO 24 CNT,AGE GRP 25 TO 29 CNT,AGE GRP 30 TO 34 CNT,AGE GRP 35 TO 39 CNT,AGE GRP 40 TO 44 CNT,AGE GRP 45 TO 49 CNT,AGE GRP 50 TO 54 CNT,AGE GRP 55 TO 59 CNT,AGE GRP 60 TO 64 CNT,AGE GRP 65 AND OVER CNT
DISTRICT LEVEL,BC Public School,47,Educators,All,2004/2005,172,129,43,152.7,60780,62655,14.6,46.4,22,146,0,4,1,32,31,55,53,1,7,16,23,19,30,31,39,6,0
DISTRICT LEVEL,BC Public School,47,Educators,All,2005/2006,162,123,39,146.5,60539,62711,13.6,45.2,18,140,0,4,2,35,33,53,39,1,10,15,22,20,29,35,25,5,0
DISTRICT LEVEL,BC Public School,47,Educators,All,2006/2007,168,123,45,147.7,62615,64725,13.4,45.7,20,142,0,6,9,31,33,51,44,0,15,12,20,25,22,37,32,5,0
DISTRICT LEVEL,BC Public School,47,Educators,All,2007/2008,166,125,41,148.9,64370,66516,13,45.1,16,143,0,7,5,32,37,50,42,1,15,12,23,25,26,33,24,7,0
DISTRICT LEVEL,BC Public School,47,Educators,All,2008/2009,161,121,40,145.7,68021,70389,13.4,46,15,141,0,5,2,26,40,54,39,0,10,15,21,24,21,35,25,10,0
DISTRICT LEVEL,BC Public School,47,Educators,All,2009/2010,154,111,43,136.7,70465,73020,13.4,45.8,14,135,0,5,1,28,38,49,38,0,8,16,19,26,24,29,23,8,1
DISTRICT LEVEL,BC Public School,47,Educators,All,2010/2011,158,110,48,136.4,71558,74565,13.1,45.7,11,143,0,4,6,25,36,53,38,0,10,15,20,25,22,29,26,10,1
DISTRICT LEVEL,BC Public School,47,Educators,All,2011/2012,151,107,44,133.2,71567,74281,13.3,45.9,11,138,0,2,5,22,32,57,35,0,10,14,17,25,25,27,20,11,2
DISTRICT LEVEL,BC Public School,47,Educators,All,2012/2013,145,108,37,130.6,72033,74560,13.5,45.9,10,134,0,1,4,20,31,55,35,1,8,14,16,25,24,26,20,9,2
DISTRICT LEVEL,BC Public School,47,Educators,All,2013/2014,137,106,31,124.6,72318,74884,14.1,46.2,10,125,1,1,1,15,35,49,37,1,3,14,19,25,22,20,23,7,3
DISTRICT LEVEL,BC Public School,47,Educators,All,2014/2015,139,86,53,116.5,76953,77498,,46,,,,,,,,,,0,4,13,20,24,24,26,17,8,3
DISTRICT LEVEL,BC Public School,47,Educators,All,2015/2016,140,87,53,117.8,76962,77279,,45.6,,,,,,,,,,0,5,17,16,24,29,21,16,8,4
DISTRICT LEVEL,BC Public School,47,Educators,All,2016/2017,139,92,47,120,78417,78895,,45.7,,,,,,,,,,,6,14,21,23,27,21,16,8,3
DISTRICT LEVEL,BC Public School,47,Teachers,All,1991/1992,197,161,36,181.4,48283,48587,14.4,44.3,25,164,7,1,11,24,28,76,58,4,10,8,25,47,52,28,21,2,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1992/1993,195,154,41,177,49742,50059,14.2,44.3,27,162,5,1,10,28,25,75,57,4,11,11,26,41,50,29,18,5,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1993/1994,180,137,43,163.4,51808,52044,15.5,45.5,24,150,5,1,0,26,31,56,67,2,10,8,27,25,49,32,17,10,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1994/1995,181,137,44,162.3,53025,53249,15.8,45.8,25,150,4,2,5,17,35,58,66,4,9,9,20,21,52,36,24,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1995/1996,183,137,46,163.5,53251,53467,16.1,46.3,24,154,3,2,8,12,34,54,75,2,6,14,14,27,47,38,28,7,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1996/1997,190,138,52,169.5,53504,53778,15.1,45.9,27,158,2,3,5,23,35,51,76,0,13,16,13,30,42,47,19,10,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1997/1998,191,140,51,171.9,53866,54132,15.1,46.2,25,161,2,3,6,25,35,47,78,0,11,17,16,28,38,55,16,10,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,1998/1999,187,127,60,162.9,54447,54711,15,46.1,22,160,2,3,3,25,36,48,75,1,11,16,16,28,29,58,20,7,1
DISTRICT LEVEL,BC Public School,47,Teachers,All,1999/2000,189,128,61,162.7,54196,54492,14.7,46,19,164,2,4,8,22,37,52,70,1,9,20,17,28,25,60,25,4,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2000/2001,204,127,77,167.7,54979,55333,14.3,45.7,24,175,0,5,16,21,38,57,72,1,12,23,17,28,29,57,31,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2001/2002,191,128,63,160.5,55039,55390,14.7,46.1,21,165,0,5,6,32,30,57,66,0,12,21,17,23,30,46,36,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2002/2003,171,129,42,153.5,57270,57534,13.4,45.5,19,147,0,5,10,30,31,53,47,3,10,18,17,23,30,35,29,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2003/2004,157,118,39,141.1,59865,60174,14.6,46.8,16,137,0,4,2,26,25,58,46,1,5,14,17,19,32,31,32,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2004/2005,156,114,42,136.9,59842,60169,13.9,46.1,20,132,0,4,1,30,30,53,42,1,7,14,22,19,28,27,33,5,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2005/2006,145,106,39,129.5,59435,59834,12.9,44.8,16,125,0,4,2,32,31,51,29,1,10,13,20,19,27,30,21,4,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2006/2007,150,105,45,129.7,61504,61906,12.6,45.3,18,126,0,6,9,30,28,49,34,0,15,10,18,23,20,32,29,3,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2007/2008,149,108,41,131.9,63249,63677,12.1,44.5,15,127,0,7,5,32,32,48,32,1,15,12,20,23,23,31,19,5,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2008/2009,144,104,40,128.7,66870,67455,12.6,45.5,14,125,0,5,2,25,35,52,30,0,10,14,18,22,20,32,21,7,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2009/2010,138,95,43,120.7,69389,70098,12.6,45.3,13,120,0,5,1,27,34,46,30,0,8,15,16,24,23,28,18,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2010/2011,143,95,48,121.4,70508,71232,12.5,45.3,11,128,0,4,6,24,32,49,32,0,10,15,17,22,20,28,22,9,0
DISTRICT LEVEL,BC Public School,47,Teachers,All,2011/2012,137,93,44,119.2,70581,71268,12.7,45.5,11,124,0,2,5,22,30,50,30,0,10,14,14,23,23,25,17,10,1
DISTRICT LEVEL,BC Public School,47,Teachers,All,2012/2013,132,95,37,117.6,71124,71754,13.1,45.7,10,121,0,1,4,20,30,46,32,1,8,14,15,21,21,24,19,7,2
DISTRICT LEVEL,BC Public School,47,Teachers,All,2013/2014,125,94,31,112.6,71484,72179,13.7,46,10,113,1,1,1,15,34,41,34,1,3,14,18,21,19,19,22,6,2
DISTRICT LEVEL,BC Public School,47,Teachers,All,2014/2015,120,75,45,102.5,73245,73877,,45.7,,,,,,,,,,0,4,13,19,18,18,23,17,6,2
DISTRICT LEVEL,BC Public School,47,Teachers,All,2015/2016,121,80,41,105.8,73299,73666,,45.3,,,,,,,,,,0,5,17,16,17,21,20,14,8,3
DISTRICT LEVEL,BC Public School,47,Teachers,All,2016/2017,119,84,35,107,74020,74578,,45.5,,,,,,,,,,,6,13,20,16,20,20,14,8,2
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1991/1992,1,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1992/1993,1,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1993/1994,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1994/1995,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1995/1996,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1996/1997,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1997/1998,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1998/1999,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,1999/2000,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2000/2001,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2001/2002,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2002/2003,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2003/2004,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2004/2005,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2005/2006,10,10,0,10,69062,82951,17.1,48,2,8,0,0,0,2,2,2,4,0,0,1,2,1,1,1,3,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2006/2007,10,10,0,10,70765,82641,18,48.7,2,8,0,0,0,1,3,2,4,0,0,1,2,1,1,1,2,2,0
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2007/2008,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2008/2009,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2009/2010,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2010/2011,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2011/2012,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2012/2013,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2013/2014,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2014/2015,12,4,8,7,99098,99098,,46.3,,,,,,,,,,0,0,0,0,5,5,1,0,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2015/2016,12,2,10,6,98263,98263,,45.8,,,,,,,,,,0,0,0,0,4,7,1,0,0,0
DISTRICT LEVEL,BC Public School,47,Administrators,Female,2016/2017,14,4,10,8,102062,102062,,45.1,,,,,,,,,,,,1,1,4,7,1,,,
DISTRICT LEVEL,BC Public School,47,Educators,Female,1991/1992,107,73,34,92,45577,45868,13.2,44.4,23,76,7,1,6,16,18,40,27,1,7,4,12,30,23,14,15,1,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1992/1993,110,70,40,92.4,47548,47860,13.6,44.8,24,81,4,1,5,15,18,44,28,2,6,5,12,29,26,12,14,4,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1993/1994,104,69,35,90,49705,50342,14.6,45.8,23,76,4,1,0,17,19,39,29,1,6,4,12,21,30,11,10,9,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1994/1995,105,65,40,87.4,50427,51015,13.8,45,23,77,3,2,5,12,25,39,24,4,5,6,10,16,34,12,13,5,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1995/1996,107,64,43,88.6,51212,51834,14.6,46,21,82,2,2,6,7,23,37,34,2,3,8,6,19,34,14,17,4,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1996/1997,110,68,42,93.1,51933,52834,13.8,45.9,23,84,1,2,4,11,26,35,34,0,8,8,6,19,28,24,11,6,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1997/1998,111,71,40,95.5,52276,53174,13.4,45.8,23,85,1,2,3,16,24,32,36,0,7,10,8,14,30,32,4,6,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,1998/1999,115,62,53,93.5,52541,53516,12.6,44.9,20,92,1,2,3,19,25,35,33,1,9,11,8,15,27,35,5,3,1
DISTRICT LEVEL,BC Public School,47,Educators,Female,1999/2000,120,70,50,98.2,52708,53670,12.7,45.1,18,99,1,2,6,14,29,40,31,1,7,13,9,17,22,41,8,2,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2000/2001,139,72,67,106.7,53060,54190,12.2,44.6,23,113,0,3,14,19,26,43,37,1,11,19,11,14,23,44,14,2,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2001/2002,129,75,54,102.9,53337,54501,12.7,45.2,20,106,0,3,4,28,20,43,34,0,10,18,11,14,18,35,21,2,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2002/2003,117,79,38,101.9,55868,57056,11.6,44.6,18,97,0,2,7,24,23,40,23,3,9,16,10,15,15,30,18,1,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2003/2004,105,74,31,93,58859,60201,13.3,46.4,16,88,0,1,0,19,19,44,23,1,4,10,13,10,18,25,24,0,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2004/2005,108,75,33,93.3,59313,60835,13,46,18,89,0,1,0,21,24,40,23,1,5,12,14,10,16,20,28,2,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2005/2006,105,76,29,94.1,59036,60812,12.3,44.6,15,89,0,1,2,22,27,37,17,1,8,10,15,13,15,21,20,2,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2006/2007,106,70,36,90.5,61787,63447,12.9,45.5,17,87,0,2,3,20,24,37,22,0,13,7,14,11,14,21,23,3,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2007/2008,102,71,31,90.1,63101,64600,11.8,44.5,13,87,0,2,4,20,26,33,19,1,12,7,18,12,15,17,14,6,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2008/2009,104,68,36,90.1,66560,68164,12.5,45.9,12,90,0,2,2,17,27,39,19,0,10,7,16,14,9,21,19,8,0
DISTRICT LEVEL,BC Public School,47,Educators,Female,2009/2010,99,62,37,83.9,69282,71093,12.2,45.4,11,86,0,2,1,20,26,35,17,0,8,9,14,16,12,17,15,7,1
DISTRICT LEVEL,BC Public School,47,Educators,Female,2010/2011,104,63,41,85.9,70403,72457,11.9,44.9,8,94,0,2,4,19,25,38,18,0,10,10,14,16,13,16,16,8,1
DISTRICT LEVEL,BC Public School,47,Educators,Female,2011/2012,102,65,37,86.8,70226,72220,11.8,44.8,8,94,0,0,5,18,21,41,17,0,10,10,13,20,12,18,9,8,2
DISTRICT LEVEL,BC Public School,47,Educators,Female,2012/2013,97,64,33,83.9,70783,72719,11.8,44.9,6,91,0,0,3,18,21,39,16,1,7,11,11,21,11,18,8,7,2
DISTRICT LEVEL,BC Public School,47,Educators,Female,2013/2014,91,62,29,79.1,71208,73307,12.6,45.4,7,83,1,0,1,13,24,36,17,1,3,12,11,20,12,11,12,7,2
DISTRICT LEVEL,BC Public School,47,Educators,Female,2014/2015,92,52,40,75.4,75753,76229,,44.7,,,,,,,,,,0,3,10,14,19,17,14,8,5,2
DISTRICT LEVEL,BC Public School,47,Educators,Female,2015/2016,95,51,44,76.6,75909,76158,,44.8,,,,,,,,,,0,5,11,12,16,22,13,11,2,3
DISTRICT LEVEL,BC Public School,47,Educators,Female,2016/2017,99,59,40,82.8,77176,77578,,44.7,,,,,,,,,,,5,10,18,15,24,11,11,3,2
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1991/1992,106,72,34,91,45439,45640,13.2,44.4,23,75,7,1,6,16,18,39,27,1,7,4,12,30,22,14,15,1,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1992/1993,109,69,40,91.4,47415,47655,13.5,44.8,24,80,4,1,5,15,18,43,28,2,6,5,12,29,25,12,14,4,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1993/1994,98,63,35,84,49440,49610,14.4,45.8,21,72,4,1,0,17,19,33,29,1,6,4,12,18,27,11,10,9,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1994/1995,99,59,40,81.4,50149,50309,13.6,45,21,73,3,2,5,12,25,34,23,4,5,6,10,14,31,11,13,5,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1995/1996,101,58,43,82.6,50994,51199,14.3,46,19,78,2,2,6,7,23,35,30,2,3,8,6,18,30,13,17,4,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1996/1997,103,61,42,86.1,51446,51669,13.5,45.8,21,79,1,2,4,11,25,33,30,0,8,8,6,17,26,21,11,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1997/1998,104,64,40,88.5,51829,52042,13,45.6,21,80,1,2,3,16,24,30,31,0,7,10,8,14,26,29,4,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1998/1999,107,54,53,85.5,51862,52092,12.1,44.6,18,86,1,2,3,19,25,33,27,1,9,11,8,15,23,31,5,3,1
DISTRICT LEVEL,BC Public School,47,Teachers,Female,1999/2000,112,62,50,90.2,52080,52334,12.1,44.7,16,93,1,2,6,14,29,38,25,1,7,13,9,17,19,38,6,2,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2000/2001,131,64,67,98.7,52287,52556,11.6,44.1,21,107,0,3,14,19,26,41,31,1,11,19,11,14,21,40,12,2,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2001/2002,121,67,54,94.9,52556,52827,12,44.7,18,100,0,3,4,28,20,41,28,0,10,18,11,14,16,32,18,2,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2002/2003,110,72,38,94.9,55099,55313,10.9,44.1,16,92,0,2,7,24,23,38,18,3,9,15,10,15,15,27,15,1,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2003/2004,98,67,31,86,58049,58305,12.5,46,14,83,0,1,0,19,19,42,18,1,4,10,12,10,18,23,20,0,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2004/2005,99,67,32,84.5,58236,58487,12.3,45.6,16,82,0,1,0,20,23,38,18,1,5,11,13,10,15,19,24,1,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2005/2006,95,66,29,84.1,57843,58179,11.8,44.3,13,81,0,1,2,20,25,35,13,1,8,9,13,12,14,20,17,1,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2006/2007,96,60,36,80.5,60671,61062,12.4,45.2,15,79,0,2,3,19,21,35,18,0,13,6,12,10,13,20,21,1,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2007/2008,95,64,31,83.1,62197,62612,11.4,44.1,12,81,0,2,4,20,23,32,16,1,12,7,16,11,14,17,13,4,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2008/2009,97,61,36,83.1,65601,66158,12.2,45.7,11,84,0,2,2,17,24,38,16,0,10,6,14,14,9,20,18,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2009/2010,92,55,37,76.9,68317,68895,11.8,45.1,10,80,0,2,1,20,23,34,14,0,8,8,12,16,12,16,14,6,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2010/2011,97,56,41,78.9,69420,70008,11.6,44.7,8,87,0,2,4,19,22,36,16,0,10,10,12,14,13,15,15,8,0
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2011/2012,95,58,37,79.8,69238,69778,11.4,44.6,8,87,0,0,5,18,20,37,15,0,10,10,11,18,12,17,8,8,1
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2012/2013,90,57,33,76.9,69833,70294,11.5,44.8,6,84,0,0,3,18,21,33,15,1,7,11,10,18,10,17,8,6,2
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2013/2014,84,55,29,72.1,70235,70779,12.2,45.3,7,76,1,0,1,13,24,30,16,1,3,12,10,17,11,11,11,6,2
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2014/2015,80,48,32,68.4,72252,72798,,44.4,,,,,,,,,,0,3,10,14,14,12,13,8,4,2
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2015/2016,83,49,34,70.6,72677,72962,,44.7,,,,,,,,,,0,5,11,12,12,15,12,11,2,3
DISTRICT LEVEL,BC Public School,47,Teachers,Female,2016/2017,85,55,30,74.8,73077,73546,,44.7,,,,,,,,,,,5,9,17,11,17,10,11,3,2
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1991/1992,16,16,0,16,56949,69901,18,45.3,0,16,0,0,0,1,0,9,6,0,0,1,2,6,4,2,0,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1992/1993,16,16,0,16,58461,73634,19,46.3,0,16,0,0,0,1,0,8,7,0,0,1,0,6,4,3,1,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1993/1994,19,19,0,19,59225,73514,19.3,46.9,0,19,0,0,0,1,0,9,9,0,0,1,1,4,8,2,2,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1994/1995,19,19,0,19,60395,73870,20.3,47.9,0,19,0,0,0,0,1,7,11,0,0,0,2,3,7,4,2,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1995/1996,18,18,0,18,61278,75151,21.7,49.6,0,18,0,0,0,0,1,3,14,0,0,0,0,4,5,6,2,1,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1996/1997,18,18,0,18,62191,76193,18.8,47.8,0,18,0,0,2,1,1,2,12,0,0,1,0,5,6,5,0,0,1
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1997/1998,18,18,0,18,62191,76262,19.8,48.8,0,18,0,0,0,2,2,2,12,0,0,0,1,3,6,5,2,0,1
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1998/1999,14,14,0,14,62640,78369,23.7,49.8,0,14,0,0,0,1,0,2,11,0,0,0,0,2,4,6,2,0,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,1999/2000,13,13,0,13,63000,77410,20.5,47.5,0,13,0,0,0,1,1,3,8,0,0,1,0,2,4,5,1,0,0
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2000/2001,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2001/2002,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2002/2003,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2003/2004,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2004/2005,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,47,Administrators,Male,2005/2006,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
